               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 550,            0.013249,           0.0040561,                   0,             0.99668,             0.99906,             0.99475,             0.92909,           0.0080889,           0.0022033,                   0,           0.0054707,           0.0054707,           0.0054707
                 551,             0.01319,           0.0040529,                   0,             0.99668,             0.99905,             0.99475,             0.92911,           0.0080867,           0.0022022,                   0,           0.0054625,           0.0054625,           0.0054625
                 552,            0.013255,           0.0040416,                   0,             0.99664,             0.99901,             0.99475,             0.92934,           0.0080829,           0.0022009,                   0,           0.0054542,           0.0054542,           0.0054542
                 553,            0.013411,           0.0040931,                   0,             0.99664,             0.99901,             0.99476,             0.92958,            0.008077,           0.0021995,                   0,            0.005446,            0.005446,            0.005446
                 554,            0.013397,           0.0040992,                   0,             0.99665,             0.99901,             0.99476,              0.9297,           0.0080765,           0.0021984,                   0,           0.0054377,           0.0054377,           0.0054377
                 555,            0.013085,           0.0040068,                   0,             0.99667,             0.99901,             0.99476,             0.92989,           0.0080684,            0.002197,                   0,           0.0054295,           0.0054295,           0.0054295
                 556,            0.013249,           0.0039865,                   0,             0.99668,             0.99901,             0.99477,             0.93066,           0.0080659,           0.0021961,                   0,           0.0054212,           0.0054212,           0.0054212
                 557,            0.013258,           0.0039808,                   0,             0.99675,             0.99901,             0.99478,             0.93031,           0.0080598,           0.0021947,                   0,            0.005413,            0.005413,            0.005413
                 558,            0.013319,           0.0040857,                   0,             0.99688,             0.99901,             0.99478,             0.93113,           0.0080545,           0.0021933,                   0,           0.0054048,           0.0054048,           0.0054048
                 559,            0.013244,           0.0040284,                   0,              0.9969,             0.99901,             0.99478,             0.93106,           0.0080468,           0.0021917,                   0,           0.0053965,           0.0053965,           0.0053965
                 560,            0.013336,           0.0040551,                   0,             0.99691,             0.99901,             0.99479,             0.93115,           0.0080457,           0.0021904,                   0,           0.0053882,           0.0053882,           0.0053882
                 561,            0.013049,           0.0040247,                   0,             0.99692,             0.99901,             0.99479,             0.93125,           0.0080412,           0.0021887,                   0,             0.00538,             0.00538,             0.00538
                 562,            0.013255,           0.0040099,                   0,             0.99706,             0.99901,              0.9948,             0.93129,           0.0080319,           0.0021874,                   0,           0.0053717,           0.0053717,           0.0053717
                 563,            0.013137,           0.0040246,                   0,             0.99708,             0.99901,              0.9948,             0.93148,           0.0080255,           0.0021857,                   0,           0.0053635,           0.0053635,           0.0053635
                 564,            0.013155,           0.0040087,                   0,             0.99709,             0.99901,              0.9948,             0.93148,           0.0080213,           0.0021844,                   0,           0.0053552,           0.0053552,           0.0053552
                 565,            0.013151,           0.0040102,                   0,             0.99713,             0.99901,              0.9948,             0.93163,            0.008018,           0.0021831,                   0,            0.005347,            0.005347,            0.005347
                 566,            0.013294,           0.0040362,                   0,             0.99711,             0.99901,              0.9948,              0.9318,            0.008011,           0.0021816,                   0,           0.0053387,           0.0053387,           0.0053387
                 567,            0.013109,           0.0040389,                   0,             0.99711,             0.99901,              0.9948,             0.93196,           0.0080014,           0.0021802,                   0,           0.0053305,           0.0053305,           0.0053305
                 568,            0.013151,           0.0039857,                   0,             0.99717,             0.99907,             0.99481,             0.93206,            0.007994,           0.0021786,                   0,           0.0053223,           0.0053223,           0.0053223
                 569,            0.013206,           0.0040199,                   0,             0.99717,             0.99906,             0.99481,             0.93213,            0.007989,           0.0021772,                   0,            0.005314,            0.005314,            0.005314
                 570,            0.013053,           0.0039964,                   0,             0.99717,             0.99907,             0.99481,             0.93271,            0.007982,           0.0021756,                   0,           0.0053058,           0.0053058,           0.0053058
                 571,              0.0131,           0.0039906,                   0,             0.99717,             0.99907,             0.99481,             0.93268,           0.0079746,           0.0021741,                   0,           0.0052975,           0.0052975,           0.0052975
                 572,            0.013248,           0.0040147,                   0,             0.99717,             0.99907,             0.99482,             0.93329,           0.0079735,           0.0021727,                   0,           0.0052892,           0.0052892,           0.0052892
                 573,            0.013168,           0.0040687,                   0,             0.99717,             0.99906,             0.99482,             0.93359,            0.007973,           0.0021714,                   0,            0.005281,            0.005281,            0.005281
                 574,            0.013023,           0.0039944,                   0,             0.99717,             0.99906,             0.99482,             0.93365,           0.0079731,           0.0021703,                   0,           0.0052727,           0.0052727,           0.0052727
                 575,            0.013049,           0.0039755,                   0,             0.99717,             0.99906,             0.99483,             0.93374,           0.0079689,           0.0021692,                   0,           0.0052645,           0.0052645,           0.0052645
                 576,            0.013365,           0.0041565,                   0,             0.99717,             0.99905,             0.99482,             0.93364,           0.0079696,           0.0021682,                   0,           0.0052562,           0.0052562,           0.0052562
                 577,            0.013285,           0.0040991,                   0,             0.99717,             0.99905,             0.99482,             0.93372,           0.0079684,           0.0021674,                   0,            0.005248,            0.005248,            0.005248
                 578,             0.01321,           0.0040262,                   0,             0.99717,             0.99904,             0.99483,             0.93375,           0.0079687,           0.0021665,                   0,           0.0052397,           0.0052397,           0.0052397
                 579,            0.013167,           0.0040497,                   0,             0.99717,             0.99903,             0.99483,             0.93391,           0.0079624,           0.0021651,                   0,           0.0052315,           0.0052315,           0.0052315
                 580,            0.013114,           0.0039752,                   0,             0.99717,             0.99903,             0.99483,               0.934,           0.0079483,           0.0021631,                   0,           0.0052233,           0.0052233,           0.0052233
                 581,            0.013244,           0.0040099,                   0,             0.99717,             0.99901,             0.99483,             0.93391,           0.0079433,           0.0021618,                   0,            0.005215,            0.005215,            0.005215
                 582,             0.01312,           0.0039549,                   0,             0.99717,             0.99911,             0.99483,             0.93417,           0.0079311,           0.0021603,                   0,           0.0052068,           0.0052068,           0.0052068
                 583,            0.013173,           0.0039979,                   0,             0.99717,             0.99913,             0.99483,             0.93441,             0.00792,            0.002159,                   0,           0.0051985,           0.0051985,           0.0051985
                 584,            0.012948,           0.0039377,                   0,             0.99714,             0.99951,             0.99483,             0.93447,           0.0079171,           0.0021579,                   0,           0.0051902,           0.0051902,           0.0051902
                 585,            0.013084,           0.0040353,                   0,             0.99706,             0.99951,             0.99482,             0.93484,           0.0079119,           0.0021566,                   0,            0.005182,            0.005182,            0.005182
                 586,            0.013086,            0.004006,                   0,             0.99706,             0.99951,             0.99482,             0.93492,           0.0079081,            0.002155,                   0,           0.0051737,           0.0051737,           0.0051737
                 587,            0.012978,           0.0039673,                   0,             0.99704,             0.99951,             0.99483,             0.93448,           0.0079065,           0.0021536,                   0,           0.0051655,           0.0051655,           0.0051655
                 588,            0.013164,           0.0040414,                   0,             0.99705,             0.99951,             0.99482,             0.93438,           0.0078979,           0.0021522,                   0,           0.0051572,           0.0051572,           0.0051572
                 589,            0.013057,           0.0039749,                   0,             0.99715,             0.99951,             0.99482,              0.9345,           0.0078942,            0.002151,                   0,            0.005149,            0.005149,            0.005149
                 590,              0.0131,           0.0040032,                   0,             0.99716,             0.99951,             0.99482,             0.93442,           0.0078906,           0.0021498,                   0,           0.0051407,           0.0051407,           0.0051407
                 591,            0.012979,           0.0039613,                   0,             0.99717,             0.99923,             0.99482,             0.93435,           0.0078895,           0.0021486,                   0,           0.0051325,           0.0051325,           0.0051325
                 592,            0.013037,           0.0039684,                   0,             0.99735,             0.99914,             0.99482,             0.93433,           0.0078838,           0.0021468,                   0,           0.0051243,           0.0051243,           0.0051243
                 593,            0.012892,           0.0039733,                   0,             0.99736,             0.99914,             0.99482,             0.93489,           0.0078804,           0.0021455,                   0,            0.005116,            0.005116,            0.005116
                 594,            0.013084,           0.0039527,                   0,             0.99736,             0.99914,             0.99482,             0.93483,           0.0078789,           0.0021447,                   0,           0.0051078,           0.0051078,           0.0051078
                 595,            0.012869,           0.0039899,                   0,             0.99736,             0.99914,             0.99482,             0.93502,           0.0078754,           0.0021434,                   0,           0.0050995,           0.0050995,           0.0050995
                 596,            0.012957,           0.0039837,                   0,             0.99735,             0.99914,             0.99482,             0.93484,           0.0078656,           0.0021418,                   0,           0.0050912,           0.0050912,           0.0050912
                 597,            0.012813,            0.003909,                   0,             0.99735,             0.99914,             0.99482,             0.93505,            0.007862,           0.0021407,                   0,            0.005083,            0.005083,            0.005083
                 598,            0.012902,           0.0040026,                   0,             0.99736,             0.99914,             0.99482,             0.93497,           0.0078583,           0.0021394,                   0,           0.0050747,           0.0050747,           0.0050747
                 599,            0.012841,           0.0039495,                   0,             0.99737,             0.99914,             0.99482,             0.93499,           0.0078542,           0.0021378,                   0,           0.0050665,           0.0050665,           0.0050665
                 600,            0.012845,           0.0039383,                   0,             0.99738,             0.99914,             0.99482,             0.93477,           0.0078489,           0.0021363,                   0,           0.0050582,           0.0050582,           0.0050582
                 601,            0.012859,           0.0038935,                   0,             0.99742,             0.99918,             0.99482,             0.93493,           0.0078439,           0.0021352,                   0,             0.00505,             0.00505,             0.00505
                 602,            0.012966,            0.003926,                   0,             0.99742,             0.99918,             0.99481,             0.93494,           0.0078401,           0.0021338,                   0,           0.0050417,           0.0050417,           0.0050417
                 603,            0.012931,           0.0039534,                   0,             0.99742,             0.99917,             0.99482,              0.9351,           0.0078319,           0.0021324,                   0,           0.0050335,           0.0050335,           0.0050335
                 604,            0.012917,           0.0039754,                   0,             0.99742,             0.99917,             0.99482,               0.935,           0.0078293,           0.0021312,                   0,           0.0050253,           0.0050253,           0.0050253
                 605,            0.012967,           0.0039446,                   0,             0.99742,             0.99917,             0.99482,             0.93522,           0.0078265,           0.0021302,                   0,            0.005017,            0.005017,            0.005017
                 606,            0.012883,           0.0039408,                   0,             0.99742,             0.99917,             0.99482,             0.93533,            0.007826,           0.0021294,                   0,           0.0050087,           0.0050087,           0.0050087
                 607,            0.013062,           0.0039535,                   0,             0.99742,             0.99916,             0.99482,             0.93517,           0.0078248,           0.0021285,                   0,           0.0050005,           0.0050005,           0.0050005
                 608,            0.012799,           0.0039558,                   0,             0.99742,             0.99916,             0.99483,             0.93525,           0.0078223,           0.0021272,                   0,           0.0049923,           0.0049923,           0.0049923
                 609,            0.012813,           0.0039078,                   0,             0.99742,             0.99916,             0.99482,             0.93543,           0.0078197,           0.0021264,                   0,            0.004984,            0.004984,            0.004984
                 610,            0.012931,           0.0039398,                   0,             0.99742,             0.99916,             0.99482,             0.93547,           0.0078154,           0.0021253,                   0,           0.0049758,           0.0049758,           0.0049758
                 611,            0.012914,           0.0039388,                   0,             0.99742,             0.99916,             0.99483,             0.93556,           0.0078103,           0.0021243,                   0,           0.0049675,           0.0049675,           0.0049675
                 612,            0.012859,           0.0039489,                   0,             0.99742,             0.99915,             0.99482,             0.93543,           0.0078062,           0.0021232,                   0,           0.0049593,           0.0049593,           0.0049593
                 613,             0.01276,           0.0039384,                   0,             0.99742,             0.99915,             0.99482,             0.93549,           0.0078031,           0.0021219,                   0,            0.004951,            0.004951,            0.004951
                 614,            0.012894,           0.0039575,                   0,             0.99742,             0.99915,             0.99482,             0.93536,           0.0078035,           0.0021213,                   0,           0.0049428,           0.0049428,           0.0049428
                 615,            0.013094,           0.0040378,                   0,             0.99742,             0.99915,             0.99482,             0.93542,           0.0078024,           0.0021205,                   0,           0.0049345,           0.0049345,           0.0049345
                 616,            0.012988,           0.0039671,                   0,             0.99742,             0.99914,             0.99482,             0.93539,           0.0077991,           0.0021198,                   0,           0.0049263,           0.0049263,           0.0049263
                 617,            0.012848,           0.0039809,                   0,             0.99744,             0.99914,             0.99482,             0.93546,           0.0077998,           0.0021189,                   0,            0.004918,            0.004918,            0.004918
                 618,            0.012655,           0.0039101,                   0,             0.99746,             0.99914,             0.99483,             0.93574,           0.0077911,           0.0021175,                   0,           0.0049098,           0.0049098,           0.0049098
                 619,            0.012876,           0.0039397,                   0,             0.99747,             0.99914,             0.99482,             0.93572,           0.0077845,           0.0021164,                   0,           0.0049015,           0.0049015,           0.0049015
                 620,             0.01288,           0.0039693,                   0,             0.99747,             0.99914,             0.99483,             0.93571,            0.007778,           0.0021152,                   0,           0.0048933,           0.0048933,           0.0048933
                 621,            0.012901,           0.0039483,                   0,             0.99748,             0.99914,             0.99483,             0.93629,           0.0077686,            0.002114,                   0,            0.004885,            0.004885,            0.004885
                 622,            0.012967,           0.0040053,                   0,             0.99748,             0.99914,             0.99483,              0.9365,           0.0077648,           0.0021129,                   0,           0.0048768,           0.0048768,           0.0048768
                 623,            0.012696,           0.0039725,                   0,              0.9975,             0.99914,             0.99484,             0.93652,           0.0077626,            0.002112,                   0,           0.0048685,           0.0048685,           0.0048685
                 624,            0.012716,            0.003944,                   0,              0.9975,             0.99914,             0.99484,             0.93648,           0.0077551,           0.0021107,                   0,           0.0048602,           0.0048602,           0.0048602
                 625,            0.012778,           0.0039394,                   0,              0.9975,             0.99914,             0.99484,             0.93652,           0.0077484,           0.0021095,                   0,            0.004852,            0.004852,            0.004852
                 626,            0.012687,           0.0038582,                   0,             0.99752,             0.99914,             0.99484,              0.9367,           0.0077434,           0.0021084,                   0,           0.0048437,           0.0048437,           0.0048437
                 627,            0.012561,            0.003876,                   0,             0.99753,             0.99914,             0.99484,             0.93656,           0.0077344,           0.0021071,                   0,           0.0048355,           0.0048355,           0.0048355
                 628,            0.012808,            0.003881,                   0,             0.99753,             0.99914,             0.99483,             0.93679,           0.0077286,           0.0021062,                   0,           0.0048272,           0.0048272,           0.0048272
                 629,            0.012808,           0.0039529,                   0,             0.99753,             0.99914,             0.99484,             0.93671,           0.0077197,           0.0021052,                   0,            0.004819,            0.004819,            0.004819
                 630,            0.012738,           0.0038903,                   0,             0.99753,             0.99914,             0.99484,             0.93669,           0.0077165,           0.0021044,                   0,           0.0048107,           0.0048107,           0.0048107
                 631,            0.012742,           0.0039283,                   0,             0.99753,             0.99914,             0.99484,             0.93656,           0.0077165,           0.0021039,                   0,           0.0048025,           0.0048025,           0.0048025
                 632,            0.012758,           0.0038709,                   0,              0.9976,             0.99914,             0.99484,              0.9367,           0.0077122,           0.0021025,                   0,           0.0047942,           0.0047942,           0.0047942
                 633,            0.012699,           0.0038281,                   0,             0.99768,             0.99914,             0.99484,             0.93674,            0.007708,           0.0021012,                   0,            0.004786,            0.004786,            0.004786
                 634,            0.012819,            0.003929,                   0,              0.9977,             0.99914,             0.99484,             0.93678,           0.0077007,           0.0020998,                   0,           0.0047778,           0.0047778,           0.0047778
                 635,            0.012558,           0.0039486,                   0,             0.99771,             0.99914,             0.99484,             0.93698,           0.0076973,           0.0020985,                   0,           0.0047695,           0.0047695,           0.0047695
                 636,            0.012621,           0.0038718,                   0,             0.99772,             0.99914,             0.99484,             0.93679,           0.0076967,           0.0020972,                   0,           0.0047613,           0.0047613,           0.0047613
                 637,            0.012598,           0.0038471,                   0,             0.99774,             0.99914,             0.99484,             0.93664,           0.0076936,           0.0020957,                   0,            0.004753,            0.004753,            0.004753
                 638,            0.012728,           0.0038916,                   0,             0.99777,             0.99914,             0.99484,             0.93685,           0.0076907,           0.0020945,                   0,           0.0047447,           0.0047447,           0.0047447
                 639,            0.012526,           0.0038164,                   0,             0.99781,             0.99914,             0.99484,             0.93679,           0.0076843,           0.0020932,                   0,           0.0047365,           0.0047365,           0.0047365
                 640,            0.012683,           0.0039239,                   0,             0.99786,             0.99914,             0.99484,             0.93678,            0.007678,           0.0020918,                   0,           0.0047283,           0.0047283,           0.0047283
                 641,            0.012611,           0.0039311,                   0,             0.99787,             0.99914,             0.99483,             0.93683,           0.0076745,           0.0020906,                   0,             0.00472,             0.00472,             0.00472
                 642,            0.012722,           0.0039355,                   0,             0.99787,             0.99914,             0.99483,             0.93698,           0.0076722,           0.0020895,                   0,           0.0047117,           0.0047117,           0.0047117
                 643,            0.012677,           0.0038924,                   0,             0.99787,             0.99914,             0.99483,             0.93703,           0.0076663,            0.002088,                   0,           0.0047035,           0.0047035,           0.0047035
                 644,            0.012576,            0.003846,                   0,             0.99786,             0.99914,             0.99483,             0.93704,           0.0076658,           0.0020867,                   0,           0.0046952,           0.0046952,           0.0046952
                 645,            0.012761,           0.0038595,                   0,             0.99786,             0.99914,             0.99483,             0.93699,           0.0076609,           0.0020852,                   0,            0.004687,            0.004687,            0.004687
                 646,            0.012474,           0.0038725,                   0,             0.99786,             0.99914,             0.99483,             0.93696,           0.0076605,           0.0020844,                   0,           0.0046788,           0.0046788,           0.0046788
                 647,            0.012634,           0.0038908,                   0,             0.99787,             0.99914,             0.99483,             0.93694,           0.0076544,           0.0020829,                   0,           0.0046705,           0.0046705,           0.0046705
                 648,            0.012681,           0.0039301,                   0,             0.99787,             0.99914,             0.99483,             0.93707,           0.0076514,           0.0020818,                   0,           0.0046622,           0.0046622,           0.0046622
                 649,            0.012598,           0.0038233,                   0,             0.99785,             0.99914,             0.99483,             0.93761,           0.0076427,           0.0020806,                   0,            0.004654,            0.004654,            0.004654
                 650,            0.012605,           0.0039223,                   0,             0.99785,             0.99914,             0.99482,             0.93742,            0.007647,           0.0020802,                   0,           0.0046457,           0.0046457,           0.0046457
                 651,            0.012665,           0.0039018,                   0,             0.99788,             0.99914,             0.99483,             0.93762,           0.0076402,           0.0020793,                   0,           0.0046375,           0.0046375,           0.0046375
                 652,            0.012406,           0.0038686,                   0,             0.99787,             0.99914,             0.99482,             0.93765,           0.0076316,           0.0020781,                   0,           0.0046293,           0.0046293,           0.0046293
                 653,            0.012419,           0.0038288,                   0,             0.99786,             0.99914,             0.99482,             0.93754,           0.0076288,           0.0020773,                   0,            0.004621,            0.004621,            0.004621
                 654,            0.012549,            0.003852,                   0,             0.99786,             0.99914,             0.99482,             0.93776,           0.0076149,           0.0020752,                   0,           0.0046127,           0.0046127,           0.0046127
                 655,             0.01242,           0.0038138,                   0,             0.99784,             0.99914,             0.99482,             0.93777,           0.0076086,           0.0020741,                   0,           0.0046045,           0.0046045,           0.0046045
                 656,            0.012473,           0.0037874,                   0,             0.99785,             0.99914,             0.99482,              0.9378,           0.0076032,           0.0020734,                   0,           0.0045963,           0.0045963,           0.0045963
                 657,            0.012509,            0.003918,                   0,             0.99784,             0.99914,             0.99482,             0.93802,           0.0075967,           0.0020721,                   0,            0.004588,            0.004588,            0.004588
                 658,            0.012406,           0.0038217,                   0,             0.99786,             0.99914,             0.99482,             0.93871,            0.007595,           0.0020711,                   0,           0.0045798,           0.0045798,           0.0045798
                 659,            0.012407,           0.0038299,                   0,             0.99786,             0.99914,             0.99482,             0.93811,           0.0075908,           0.0020707,                   0,           0.0045715,           0.0045715,           0.0045715
                 660,            0.012482,           0.0038252,                   0,             0.99783,             0.99914,             0.99482,             0.93794,           0.0075924,           0.0020701,                   0,           0.0045632,           0.0045632,           0.0045632
                 661,            0.012312,           0.0038346,                   0,             0.99782,             0.99914,             0.99482,             0.93807,            0.007584,           0.0020686,                   0,            0.004555,            0.004555,            0.004555
                 662,            0.012382,           0.0038034,                   0,             0.99785,             0.99914,             0.99482,             0.93881,            0.007577,           0.0020674,                   0,           0.0045468,           0.0045468,           0.0045468
                 663,            0.012387,           0.0038082,                   0,             0.99781,             0.99914,             0.99482,             0.93901,            0.007566,           0.0020657,                   0,           0.0045385,           0.0045385,           0.0045385
                 664,            0.012767,           0.0039227,                   0,              0.9978,             0.99914,             0.99482,             0.93834,           0.0075667,           0.0020654,                   0,           0.0045303,           0.0045303,           0.0045303
                 665,             0.01262,            0.003847,                   0,             0.99779,             0.99914,             0.99482,             0.93892,           0.0075582,            0.002064,                   0,            0.004522,            0.004522,            0.004522
                 666,            0.012446,           0.0038583,                   0,             0.99779,             0.99915,             0.99482,             0.93892,           0.0075528,           0.0020627,                   0,           0.0045137,           0.0045137,           0.0045137
                 667,             0.01255,           0.0038808,                   0,              0.9979,             0.99914,             0.99482,             0.93991,           0.0075458,           0.0020613,                   0,           0.0045055,           0.0045055,           0.0045055
                 668,            0.012342,           0.0038223,                   0,             0.99799,             0.99914,             0.99482,             0.93882,           0.0075441,           0.0020606,                   0,           0.0044973,           0.0044973,           0.0044973
                 669,            0.012537,           0.0038472,                   0,             0.99803,             0.99921,             0.99483,              0.9396,           0.0075398,           0.0020598,                   0,            0.004489,            0.004489,            0.004489
                 670,            0.012421,           0.0038111,                   0,             0.99803,             0.99925,             0.99482,              0.9394,           0.0075346,           0.0020585,                   0,           0.0044808,           0.0044808,           0.0044808
                 671,            0.012308,           0.0038079,                   0,             0.99803,             0.99926,             0.99483,             0.93955,           0.0075346,           0.0020577,                   0,           0.0044725,           0.0044725,           0.0044725
                 672,            0.012525,           0.0038484,                   0,             0.99802,             0.99926,             0.99483,             0.94021,           0.0075345,           0.0020569,                   0,           0.0044642,           0.0044642,           0.0044642
                 673,            0.012374,           0.0038826,                   0,             0.99802,             0.99926,             0.99483,             0.94037,           0.0075313,           0.0020562,                   0,            0.004456,            0.004456,            0.004456
                 674,            0.012486,           0.0038048,                   0,             0.99798,             0.99926,             0.99483,             0.94029,           0.0075259,            0.002055,                   0,           0.0044478,           0.0044478,           0.0044478
                 675,            0.012272,           0.0037956,                   0,             0.99798,             0.99926,             0.99483,             0.94038,           0.0075215,           0.0020542,                   0,           0.0044395,           0.0044395,           0.0044395
                 676,            0.012342,           0.0038568,                   0,             0.99797,             0.99926,             0.99483,             0.94027,           0.0075246,           0.0020536,                   0,           0.0044313,           0.0044313,           0.0044313
                 677,            0.012389,            0.003711,                   0,             0.99795,             0.99926,             0.99483,             0.94031,           0.0075252,            0.002053,                   0,            0.004423,            0.004423,            0.004423
                 678,            0.012348,           0.0038359,                   0,             0.99791,             0.99926,             0.99484,             0.93993,           0.0075245,           0.0020523,                   0,           0.0044147,           0.0044147,           0.0044147
                 679,            0.012435,           0.0038459,                   0,             0.99791,             0.99926,             0.99484,             0.94036,           0.0075207,           0.0020513,                   0,           0.0044065,           0.0044065,           0.0044065
                 680,            0.012309,           0.0038162,                   0,             0.99799,             0.99926,             0.99484,             0.94037,           0.0075183,           0.0020501,                   0,           0.0043983,           0.0043983,           0.0043983
                 681,            0.012219,            0.003868,                   0,             0.99798,             0.99926,             0.99484,             0.94046,           0.0075203,           0.0020496,                   0,             0.00439,             0.00439,             0.00439
                 682,            0.012323,           0.0037979,                   0,              0.9979,             0.99926,             0.99484,              0.9403,            0.007515,           0.0020488,                   0,           0.0043818,           0.0043818,           0.0043818
                 683,            0.012441,            0.003876,                   0,             0.99792,             0.99914,             0.99484,              0.9397,           0.0075131,           0.0020481,                   0,           0.0043735,           0.0043735,           0.0043735
                 684,            0.012224,           0.0037924,                   0,             0.99803,             0.99926,             0.99484,             0.93998,           0.0075145,           0.0020473,                   0,           0.0043652,           0.0043652,           0.0043652
                 685,            0.012265,           0.0037655,                   0,             0.99791,             0.99928,             0.99484,             0.93954,           0.0075141,           0.0020463,                   0,            0.004357,            0.004357,            0.004357
                 686,            0.012368,           0.0038697,                   0,             0.99791,             0.99926,             0.99483,             0.94026,           0.0075174,           0.0020457,                   0,           0.0043488,           0.0043488,           0.0043488
                 687,            0.012165,           0.0037816,                   0,             0.99791,             0.99926,             0.99483,             0.94017,           0.0075185,           0.0020448,                   0,           0.0043405,           0.0043405,           0.0043405
                 688,            0.012548,           0.0038457,                   0,             0.99791,             0.99923,             0.99483,             0.94041,           0.0075184,           0.0020442,                   0,           0.0043323,           0.0043323,           0.0043323
                 689,            0.012139,             0.00375,                   0,             0.99791,             0.99918,             0.99483,             0.93982,           0.0075111,           0.0020431,                   0,            0.004324,            0.004324,            0.004324
                 690,            0.012273,           0.0037634,                   0,             0.99793,             0.99926,             0.99484,             0.93992,           0.0075113,           0.0020423,                   0,           0.0043157,           0.0043157,           0.0043157
                 691,            0.012303,           0.0037518,                   0,             0.99791,             0.99929,             0.99484,             0.93976,           0.0075106,           0.0020417,                   0,           0.0043075,           0.0043075,           0.0043075
                 692,            0.012265,           0.0038048,                   0,             0.99788,             0.99951,             0.99484,             0.94036,            0.007508,            0.002041,                   0,           0.0042993,           0.0042993,           0.0042993
                 693,            0.012317,           0.0038326,                   0,             0.99779,             0.99951,             0.99484,              0.9405,           0.0075034,           0.0020402,                   0,            0.004291,            0.004291,            0.004291
                 694,            0.012294,           0.0038135,                   0,             0.99766,             0.99964,             0.99484,             0.94046,            0.007504,           0.0020393,                   0,           0.0042828,           0.0042828,           0.0042828
                 695,            0.012017,           0.0037953,                   0,             0.99766,             0.99964,             0.99484,             0.94049,           0.0075044,           0.0020385,                   0,           0.0042745,           0.0042745,           0.0042745
                 696,            0.012285,           0.0038133,                   0,             0.99766,             0.99964,             0.99484,             0.94061,           0.0074967,           0.0020373,                   0,           0.0042663,           0.0042663,           0.0042663
                 697,            0.012241,           0.0038122,                   0,             0.99774,             0.99963,             0.99484,             0.94004,           0.0074904,            0.002036,                   0,            0.004258,            0.004258,            0.004258
                 698,            0.012081,           0.0037304,                   0,             0.99773,             0.99963,             0.99484,             0.94026,           0.0074876,           0.0020351,                   0,           0.0042498,           0.0042498,           0.0042498
                 699,            0.012148,             0.00376,                   0,             0.99779,             0.99956,             0.99484,             0.94006,           0.0074862,            0.002034,                   0,           0.0042415,           0.0042415,           0.0042415
                 700,            0.012048,           0.0037301,                   0,             0.99779,             0.99958,             0.99484,             0.94014,           0.0074799,           0.0020326,                   0,           0.0042333,           0.0042333,           0.0042333
                 701,            0.012066,           0.0037835,                   0,             0.99779,             0.99967,             0.99483,              0.9405,           0.0074821,            0.002032,                   0,            0.004225,            0.004225,            0.004225
                 702,            0.012019,            0.003743,                   0,             0.99779,             0.99974,             0.99484,             0.94042,           0.0074788,           0.0020309,                   0,           0.0042168,           0.0042168,           0.0042168
